"","Drug","r","p.value"
"2429","LUMIRACOXIB (BRD:BRD-K26901728-001-06-2)",-0.102579814077681,0.0502357548346271
"2430","DIOSMETIN (BRD:BRD-K26862302-001-05-2)",0.232286420069937,7.76565625329273e-06
"2431","AST-1306 (BRD:BRD-K26838195-075-04-9)",0.0608040511027262,0.246431269038888
"2432","COSTUNOLIDE (BRD:BRD-K26833429-001-02-8)",-0.189650143254455,0.00027499283971282
"2433","AZOMYCIN-(2-NITROIMIDAZOLE) (BRD:BRD-K26824830-001-02-0)",-0.324068722653946,2.88163585705484e-10
"2434","GW-842166 (BRD:BRD-K26823213-001-02-9)",0.0499349740760026,0.341272465032309
"2435","AKLOMIDE (BRD:BRD-K26807903-001-04-3)",0.166647006709886,0.00141572485277862
"2436","PIPAMPERONE (BRD:BRD-K26801045-001-02-9)",-0.00539974285763641,0.918076171396136
"2437","VE-821 (BRD:BRD-K26756394-001-02-2)",-0.460098266880212,0
"2438","FENSPIRIDE (BRD:BRD-K26739552-003-15-4)",-0.167058631913786,0.00137716638213866
"2439","VX-765 (BRD:BRD-K26712974-001-01-5)",-0.0959600022703549,0.0670800567481355
"2440","TEGOBUVIR (BRD:BRD-K26701552-001-01-8)",-0.210712126409409,5.1542572803639e-05
"2441","TAK-733 (BRD:BRD-K26667523-001-02-5)",-0.097497920897876,0.062802068017986
"2442","IMIQUIMOD (BRD:BRD-K26657438-001-15-2)",0.167998361396071,0.00129272939488722
"2443","TILMICOSIN (BRD:BRD-K26634012-001-04-9)",0.258851792716603,5.8513342265439e-07
"2444","THIOCOLCHICOSIDE (BRD:BRD-K26619122-001-02-1)",0.30785986975073,2.28280065928099e-09
"2445","PD-153035 (BRD:BRD-K26603252-003-04-9)",0.263623486327281,3.56669908061588e-07
"2446","BIFENDATE (BRD:BRD-K26581543-001-01-6)",0.326300333396673,2.14605758158107e-10
"2447","DMAB-ANABASEINE (BRD:BRD-K26573499-300-02-1)",0.224529703397882,1.56619307951154e-05
"2448","QUINPIROL-(-) (BRD:BRD-K26548821-003-10-5)",0.0718599388484859,0.170626360444447
"2449","EPZ-5676 (BRD:BRD-K26531771-001-02-2)",0.00429911431483405,0.934733130528441
"2450","EPZ-5676 (BRD:BRD-K26531771-001-01-4)",0.345616611100554,1.50453641849425e-11
"2451","VANITIOLIDE (BRD:BRD-K26502378-001-07-9)",-0.103955106200783,0.0472213604583782
"2452","IKK-2-INHIBITOR (BRD:BRD-K26373640-001-05-1)",-0.0165121426967374,0.753101804521198
"2453","OG-L002 (BRD:BRD-K26349472-001-01-3)",-0.153327920675776,0.00334708473664543
"2454","L-ERGOTHIONEINE (BRD:BRD-K26341917-001-01-3)",-0.412738418105586,0
"2455","API-001 (BRD:BRD-K26325692-003-01-3)",0.2091904951101,5.85015052212338e-05
"2456","K-RAS(G12C)-INHIBITOR-6 (BRD:BRD-K26305185-001-02-1)",-0.130636217588834,0.0125388978824814
"2457","ACAMPROSATE (BRD:BRD-K26262077-238-01-5)",0.427222294884545,0
"2458","NMS-873 (BRD:BRD-K26253904-001-01-5)",0.0221631052531569,0.672864663766064
"2459","TRANS-10,CIS-12-CONJUGATED-LINOLEIC-ACID (BRD:BRD-K26222048-001-01-7)",-0.245385133617786,2.24919458384323e-06
"2460","MAGNOLOL (BRD:BRD-K26168087-001-09-7)",-0.286732243727528,2.83274084182623e-08
"2461","RS-45041-190 (BRD:BRD-K26160755-003-02-6)",0.0124193345392537,0.812983253212347
"2462","ADENINE (BRD:BRD-K26060080-065-05-6)",0.0555649605279069,0.289568189833527
"2463","LICOCHALCONE-A (BRD:BRD-K26011976-001-01-0)",-0.0144937478869659,0.782472357325312
"2464","GRAMINE (BRD:BRD-K26005076-001-12-8)",-0.139910617116995,0.0074697314272656
"2465","BMS-649 (BRD:BRD-K25991633-001-01-9)",0.184651167381911,0.000399224611281118
"2466","BLONANSERIN (BRD:BRD-K25943794-001-02-3)",0.0975798510943357,0.0625806233406239
"2467","IMMEPIP (BRD:BRD-K25906698-303-02-7)",0.138334694723646,0.00817423626593538
"2468","SC-9 (BRD:BRD-K25875056-001-02-0)",-0.270025146647648,1.80867666458543e-07
"2469","JOSAMYCIN (BRD:BRD-K25837718-001-03-8)",0.19683162110739,0.000158346979411595
"2470","PRT062070 (BRD:BRD-K25835157-001-01-4)",0.146139286269536,0.00518674462597625
"2471","AZILSARTAN-MEDOXOMIL (BRD:BRD-K25723200-001-02-7)",-0.012840830851161,0.806759214008915
"2472","TAPENTADOL (BRD:BRD-K25699529-003-01-1)",-0.0241161039723806,0.645922888008845
"2473","CHUANXIONGZINE (BRD:BRD-K25691735-001-09-5)",0.107605688719545,0.0399470218157971
"2474","4-IODO-6-PHENYLPYRIMIDINE (BRD:BRD-K25690923-001-02-4)",-0.22010942123226,2.31130656128216e-05
"2475","PHYSOSTIGMINE (BRD:BRD-K25650355-065-02-0)",0.0400421496311907,0.445470269985873
"2476","2-IODOMELATONIN (BRD:BRD-K25649279-001-02-0)",0.37609020218497,1.36813325908577e-13
"2477","LY2784544 (BRD:BRD-K25630527-001-03-8)",-0.125724107466753,0.0162992481307085
"2478","JNJ-16259685 (BRD:BRD-K25596805-001-01-8)",0.271529256730245,1.53810741174022e-07
"2479","DRF053-(R) (BRD:BRD-K25486274-300-01-0)",0.112001539892849,0.032466992872865
"2480","MAPROTILINE (BRD:BRD-K25433859-003-25-4)",-0.0183096714648478,0.72724030214088
"2481","GSK2110183 (BRD:BRD-K25412176-001-01-9)",0.119347371694104,0.0226300905175616
"2482","OXAPROZIN (BRD:BRD-K25394294-001-14-9)",0.220866288438712,2.16348713051533e-05
"2483","WZ811 (BRD:BRD-K25359048-001-02-6)",-0.183760053106561,0.00042623710035215
"2484","OSI-930 (BRD:BRD-K25340465-001-11-1)",-0.149702015927033,0.00418420469910518
"2485","MODALINE (BRD:BRD-K25317177-065-01-4)",-0.149550000863722,0.00422311593690454
"2486","MATRINE (BRD:BRD-K25312248-001-01-5)",-0.0348706761462207,0.506435106454302
"2487","ATM KINASE INHIBITOR (BRD:BRD-K25311561-001-10-7)",0.112867976398181,0.0311432024585526
"2488","MK-8745 (BRD:BRD-K25279140-001-01-5)",0.0155356433371255,0.767269733765187
"2489","APATINIB (BRD:BRD-K25244359-066-03-4)",-0.0931911564743364,0.0753836233966195
"2490","PIRENPERONE (BRD:BRD-K25224017-001-25-0)",-0.212897096166802,4.290509813602e-05
"2491","PRITELIVIR (BRD:BRD-K25204779-001-01-1)",-0.253822463186937,9.7594099817657e-07
"2492","TANGERITIN (BRD:BRD-K25186396-001-09-6)",-0.095353916238713,0.0688303977772065
"2493","CX-516 (BRD:BRD-K25140590-001-03-0)",0.453856765287262,0
"2494","AMINOGUANIDINE (BRD:BRD-K25114078-003-08-1)",0.145607727103348,0.0053535923883333
"2495","LIMAPROST-ALFADEX (BRD:BRD-K25015158-001-01-2)",-0.134062972733532,0.0103909268516188
"2496","SB-683698 (BRD:BRD-K24968862-001-01-0)",0.170662573447213,0.00107855617626006
"2497","GRAZOPREVIR (BRD:BRD-K24943235-001-01-3)",0.123537657043159,0.0182689274656144
"2498","CNX-2006 (BRD:BRD-K24869513-001-02-1)",0.0861493547997029,0.100307185630328
"2499","5-FLUOROURACIL (BRD:BRD-K24844714-001-24-5)",0.226297865619671,1.33753328451173e-05
"2500","SGC-CBP30 (BRD:BRD-K24821794-001-01-4)",0.0718401966324715,0.170744098872476
"2501","CH-170 (BRD:BRD-K24820488-001-01-7)",0.0579752383255639,0.269130597872929
"2502","TRICAPRYLIN (BRD:BRD-K24790130-001-07-1)",0.354729124457398,3.98914811151834e-12
"2503","AMPALEX (BRD:BRD-K24771047-001-01-6)",0.148854334526915,0.00440539284207759
"2504","SOLIFENACIN-SUCCINATE (BRD:BRD-K24723746-036-02-5)",0.0836238318160618,0.110698980057101
"2505","ETHACRIDINE-LACTATE-MONOHYDRATE (BRD:BRD-K24715592-406-02-1)",0.29961601389852,6.24428670910094e-09
"2506","BUCILLAMINE (BRD:BRD-K24697665-001-01-4)",0.0260718172463064,0.619399884060954
"2507","NVP-AEW541 (BRD:BRD-K24696047-001-02-3)",0.0468662933742655,0.371792381012109
"2508","3-BROMO-7-NITROINDAZOLE (BRD:BRD-K24689407-001-06-3)",-0.368678480737767,4.64709852837828e-13
"2509","PROCAINE (BRD:BRD-K24616672-003-20-1)",0.0679796062908571,0.19495088042738
"2510","5-HYDROXYMETHYL-TOLTERODINE (BRD:BRD-K24603946-001-02-1)",-0.322925648346713,3.34807083178919e-10
"2511","PHLORIZIN (BRD:BRD-K24601397-001-01-1)",-0.158114667726166,0.00247491188015903
"2512","AZD3463 (BRD:BRD-K24593301-001-02-3)",-0.00259141262958914,0.9606313940351
"2513","AT-9283 (BRD:BRD-K24576554-001-04-8)",-0.233836184027067,6.73076395840498e-06
"2514","SD-208 (BRD:BRD-K24566386-001-01-9)",-0.190172571645736,0.000264342860095779
"2515","ETP-46464 (BRD:BRD-K24556407-001-02-3)",-0.281341138089398,5.22016417401451e-08
"2516","DEOXYCORTICOSTERONE-ACETATE (BRD:BRD-K24556098-001-19-1)",0.132528508993813,0.011308746819971
"2517","DEOXYCORTICOSTERONE-ACETATE (BRD:BRD-K24556098-001-16-7)",0.303032897935211,4.1301160566528e-09
"2518","EVANS-BLUE (BRD:BRD-K24548560-342-02-1)",0.0798056872388783,0.127996590308433
"2519","CINTRIAMIDE (BRD:BRD-K24507548-001-01-8)",0.196132746660481,0.000167228002845745
"2520","ETEBENECID (BRD:BRD-K24443618-001-10-2)",-0.0850775992478216,0.104618318239792
"2521","TECOVIRIMAT (BRD:BRD-K24312986-001-01-2)",0.0287394841852511,0.584008556457071
"2522","URETHANE (BRD:BRD-K24297741-001-05-2)",-0.146417404737638,0.00510132729310292
"2523","VANILLIN (BRD:BRD-K24258499-001-05-8)",0.167331814827885,0.00135211185098321
"2524","FLUOXYMESTERONE (BRD:BRD-K24255045-001-05-3)",-0.303132102570683,4.08052619862531e-09
"2525","GW-2580 (BRD:BRD-K24242599-001-02-8)",0.230303808026691,9.31183754186805e-06
"2526","TC2559 (BRD:BRD-K24227647-364-01-5)",-0.27973930403753,6.24478726890117e-08
"2527","AMINEPTINE (BRD:BRD-K24219278-001-01-6)",-0.0883143355633811,0.092029773994951
"2528","SB-269970 (BRD:BRD-K24201553-003-11-5)",0.245292591980218,2.26952163062832e-06
"2529","VU0238429 (BRD:BRD-K24187789-001-01-7)",-0.169832413263808,0.00114149809162181
"2530","ARSANILIC-ACID (BRD:BRD-K24179883-001-16-7)",0.175836514709185,0.000753096784047888
"2531","PARAXANTHINE (BRD:BRD-K24084088-001-11-3)",0.0128398437403602,0.806773776137149
"2532","ABIRATERONE-ACETATE (BRD:BRD-K24048528-001-02-5)",0.1089168186406,0.037576903805499
"2533","ABIRATERONE-ACETATE (BRD:BRD-K24048528-001-01-7)",-0.00313062190448222,0.95244820669905
"2534","SORAFENIB (BRD:BRD-K23984367-075-15-2)",0.121921509884681,0.0198554348625411
"2535","TRAVOPROST (BRD:BRD-K23976833-001-01-0)",-0.285125967677057,3.40310613485355e-08
"2536","ORIDONIN (BRD:BRD-K23925186-001-02-8)",0.104894835683068,0.0452500707190644
"2537","ORIDONIN (BRD:BRD-K23925186-001-01-0)",0.134299879325705,0.0102552736117491
"2538","ARECAIDINE-PROPARGYL-ESTER (BRD:BRD-K23922020-075-02-9)",-0.291363274049104,1.65878646623494e-08
"2539","COUMARIN (BRD:BRD-K23913458-001-20-7)",0.171904605612218,0.000990341420535895
"2540","DICHLORVOS (BRD:BRD-K23779958-001-05-8)",0.185467754791806,0.000375879422243136
"2541","TAFAMIDIS-MEGLUMINE (BRD:BRD-K23728141-001-01-2)",0.219969991831658,2.339562328894e-05
"2542","VORELOXIN (BRD:BRD-K23677682-003-01-2)",-0.15043914091747,0.00400008192145968
"2543","BCI-540 (BRD:BRD-K23672206-001-01-4)",0.50445803915375,0
"2544","VOLINANSERIN (BRD:BRD-K23647661-001-02-2)",-0.159942056595998,0.00220072832108345
"2545","CLINDAMYCIN (BRD:BRD-K23586533-001-03-6)",0.28331980168944,4.17714841706585e-08
"2546","NILUTAMIDE (BRD:BRD-K23566484-001-15-1)",-0.152008400312914,0.00363230430069471
"2547","DIMAPRIT (BRD:BRD-K23541596-300-07-2)",0.164344570767207,0.00165031133389168
"2548","BENZYLDIMETHYLHEXADECYLAMMONIUM (BRD:BRD-K23403298-003-01-9)",-0.399571840690188,7.26892980052814e-16
"2549","T-0901317 (BRD:BRD-K23383398-001-09-9)",0.12352531815815,0.0182806081308632
"2550","CYT-997 (BRD:BRD-K23363278-001-02-1)",0.0786517547128371,0.133617051621504
"2551","AMN-082 (BRD:BRD-K23335153-300-02-5)",0.289639778591047,2.02656824983637e-08
"2552","BROXYQUINOLINE (BRD:BRD-K23301018-001-11-7)",-0.199554813028875,0.000127790184396277
"2553","CAMICINAL (BRD:BRD-K23248433-001-01-8)",-0.22080952956767,2.17425362126485e-05
"2554","GDC-0980 (BRD:BRD-K23228615-001-02-8)",-0.0123114926842751,0.814577613993021
"2555","BUSULFAN (BRD:BRD-K23204545-001-16-4)",0.149349864148876,0.00427484372007788
"2556","AV-412 (BRD:BRD-K23190681-001-01-1)",0.0650523292113231,0.214912847815837
"2557","DIZOCILPINE-(-) (BRD:BRD-K23163214-050-15-1)",0.487592510790355,0
"2558","BUTACLAMOL (BRD:BRD-K23082237-003-01-5)",-0.209229239209028,5.83138082922692e-05
"2559","ZANAMIVIR (BRD:BRD-K23067689-001-02-1)",-0.134790473393662,0.00997934452007491
"2560","DIPHENYLPYRALINE (BRD:BRD-K22936972-003-23-6)",-0.156761585596079,0.00269762521264547
"2561","CHRYSIN (BRD:BRD-K22861715-001-17-4)",0.185715766380487,0.000369044950186559
"2562","ZCL-278 (BRD:BRD-K22829793-001-01-0)",0.291528861885925,1.62706508625626e-08
"2563","ODANACATIB (BRD:BRD-K22822991-001-02-3)",-0.200210994933654,0.000121304853432783
"2564","ABT-239 (BRD:BRD-K22749967-046-02-3)",0.160559247624148,0.0021145878666757
"2565","2-BFI (BRD:BRD-K22745370-003-02-3)",0.310724712072118,1.59759883723611e-09
"2566","ROXARSONE (BRD:BRD-K22685337-001-13-4)",0.279357785713052,6.51606381451161e-08
"2567","WIN-64338 (BRD:BRD-K22662557-300-01-7)",-0.0957376555624928,0.0677178910957174
"2568","GANCICLOVIR (BRD:BRD-K22662435-001-19-1)",-0.340678342542254,3.02526038478882e-11
"2569","GANCICLOVIR (BRD:BRD-K22662435-001-18-3)",-0.130719875229195,0.0124821139788225
"2570","DVD-111 (BRD:BRD-K22520627-001-01-7)",0.275974710221286,9.47468353352297e-08
"2571","SCRIPTAID (BRD:BRD-K22503835-001-11-0)",-0.37370386182423,2.04436574630072e-13
"2572","DALFAMPRIDINE (BRD:BRD-K22482860-001-21-4)",0.190090147893876,0.000265997100810386
"2573","LY303511 (BRD:BRD-K22385716-001-02-5)",-0.143029887247269,0.00623325996581167
"2574","IDO5L (BRD:BRD-K22356203-001-01-8)",0.241337979334835,3.32276743150539e-06
"2575","CH223191 (BRD:BRD-K22314899-001-02-4)",0.13054861150527,0.0125986061324751
"2576","PIRODAVIR (BRD:BRD-K22261391-001-01-2)",-0.113082919775037,0.0308220408854026
"2577","DIOXYBENZONE (BRD:BRD-K22193694-001-13-6)",-0.0168618266978923,0.748048085664817
"2578","SIMVASTATIN (BRD:BRD-K22134346-001-24-9)",0.214220318195167,3.83599602432384e-05
"2579","SIMVASTATIN (BRD:BRD-K22134346-001-22-3)",0.167470010339986,0.00133959775080291
"2580","CRENOLANIB (BRD:BRD-K22127577-001-03-7)",0.145335037744649,0.00544104661454481
"2581","OCO-1112 (BRD:BRD-K22097830-001-01-9)",0.0424946264155786,0.418083427801646
"2582","DIFLUNISAL (BRD:BRD-K22031190-001-23-6)",-0.153898470718592,0.00323017848494759
"2583","U-18666A (BRD:BRD-K22025381-003-01-9)",0.17329198984263,0.000899705078386112
"2584","RG4733 (BRD:BRD-K22024824-001-03-7)",-0.0134553073246089,0.79770744138044
"2585","PHENPROBAMATE (BRD:BRD-K22009844-001-12-5)",-0.155259696512784,0.00296609492467792
"2586","LOXISTATIN-ACID (BRD:BRD-K21937671-001-10-0)",-0.456879051781365,0
"2587","LOXISTATIN-ACID (BRD:BRD-K21937671-001-09-2)",-0.0648492311640751,0.216350412467756
"2588","FLUORESCEIN (BRD:BRD-K21913543-001-02-4)",0.31272904055298,1.24180091127186e-09
"2589","2,4-DINITROPHENOL (BRD:BRD-K21910317-001-12-3)",0.157575211673572,0.00256161330335366
"2590","AZD1208 (BRD:BRD-K21908111-001-01-8)",0.147753459206412,0.00470840009040449
"2591","UNC669 (BRD:BRD-K21906513-001-04-0)",-0.00115245185984014,0.982487366751989
"2592","MIZOLASTINE (BRD:BRD-K21884483-001-03-7)",-0.120204924202229,0.0216705632733651
"2593","GSK126 (BRD:BRD-K21867462-001-02-9)",0.202189658533696,0.000103571513025342
"2594","AMG458 (BRD:BRD-K21782625-001-03-2)",-0.321326775627247,4.12545410854538e-10
"2595","AMG458 (BRD:BRD-K21782625-001-02-4)",0.0516648857542637,0.324793353900628
"2596","MERBROMIN (BRD:BRD-K21771665-304-04-2)",0.00324290575806408,0.950744756160699
"2597","ROFECOXIB (BRD:BRD-K21733600-001-14-1)",0.157488099145409,0.00257587088088709
"2598","AMG900 (BRD:BRD-K21728777-001-02-3)",-0.0909945881650351,0.082550126544551
"2599","KW-2449 (BRD:BRD-K21718444-001-06-8)",0.070071294077582,0.18154135938918
"2600","MITOXANTRONE (BRD:BRD-K21680192-300-14-4)",-0.0604639914318783,0.249087014056412
"2601","BF2.649 (BRD:BRD-K21673112-003-01-3)",-0.113530821300864,0.0301618988476937
"2602","RO-28-1675 (BRD:BRD-K21672174-001-03-0)",0.0383159396184323,0.465342917303178
"2603","CARIPORIDE (BRD:BRD-K21670884-001-01-9)",-0.26235973772466,4.07009502971345e-07
"2604","ACETOHYDROXAMIC-ACID (BRD:BRD-K21615095-001-08-4)",-0.10046690340874,0.0551789882925861
"2605","XYLAZINE (BRD:BRD-K21565985-001-22-5)",0.040917716911429,0.435577705901358
"2606","MORACIZINE (BRD:BRD-K21548250-003-19-1)",-0.213421005224284,4.1047769047588e-05
"2607","SUFENTANIL (BRD:BRD-K21547160-001-01-4)",-0.292276351539769,1.49102971117291e-08
"2608","DESONIDE (BRD:BRD-K21528677-001-03-6)",0.225883525861069,1.38807838264626e-05
"2609","DESONIDE (BRD:BRD-K21528677-001-02-8)",0.151223894004042,0.00381214878208053
"2610","SULFACETAMIDE (BRD:BRD-K21520694-236-02-6)",0.00477218716607892,0.92756970601849
"2611","CHLORAZANIL (BRD:BRD-K21452876-003-01-8)",-0.125053612455364,0.0168824968382549
"2612","BENZTHIAZIDE (BRD:BRD-K21450440-001-14-6)",0.20390994588165,9.0165009544791e-05
"2613","MARIMASTAT (BRD:BRD-K21396683-001-04-8)",0.0705335087100189,0.178672467352693
"2614","CEFETAMET-PIVOXIL (BRD:BRD-K21372554-003-01-7)",-0.243695940260054,2.6491770845887e-06
"2615","SELINEXOR (BRD:BRD-K21361524-001-01-1)",0.0703447237693813,0.179840136743977
"2616","SENICAPOC (BRD:BRD-K21295289-001-01-6)",-0.162937937876182,0.00181065296311754
"2617","RILUZOLE (BRD:BRD-K21283037-001-21-5)",0.303906984549248,3.71255699973858e-09
"2618","BETA-NAPHTHOL (BRD:BRD-K21164796-001-02-8)",-0.218362975448087,2.68978874186361e-05
"2619","DEXTROAMPHETAMINE (BRD:BRD-K21160401-065-01-0)",-0.286585657773621,2.88069573088347e-08
"2620","PRAMIRACETAM (BRD:BRD-K21123171-001-02-9)",-0.0786552096006397,0.133599944307298
"2621","VP-20629 (BRD:BRD-K21071223-001-02-8)",-0.268233540544342,2.19102218887771e-07
"2622","NVP-TAE226 (BRD:BRD-K21025364-001-05-6)",-0.188956451139249,0.000289754282154943
"2623","NVP-TAE226 (BRD:BRD-K21025364-001-04-9)",-0.0534278656443489,0.308539628277765
"2624","U-54494A (BRD:BRD-K20995441-001-02-5)",0.107620001826155,0.039920481030598
"2625","TH-302 (BRD:BRD-K20958582-001-01-4)",-0.0118265745034216,0.821756139075998
"2626","CROMOGLICIC-ACID (BRD:BRD-K20920669-304-09-1)",0.170563368811741,0.00108590570297932
"2627","CASTANOSPERMINE (BRD:BRD-K20897876-001-10-0)",-0.172274525384788,0.000965384776289343
"2628","SKI-II (BRD:BRD-K20755323-001-05-9)",-0.148955266606288,0.00437851341701289
"2629","OLPRINONE (BRD:BRD-K20745393-003-01-0)",0.170259585462819,0.0011086994820514
"2630","RS-39604 (BRD:BRD-K20742498-003-02-9)",0.00176840899948917,0.973129207401174
"2631","DAZMEGREL (BRD:BRD-K20738689-001-01-2)",-0.136034233002569,0.00930912801965253
"2632","CEP-32496 (BRD:BRD-K20722021-001-02-1)",0.106695325783581,0.0416660373086982
"2633","RS-56812 (BRD:BRD-K20714604-003-02-9)",0.179709443935808,0.000571852156496423
"2634","MEFEXAMIDE (BRD:BRD-K20655524-003-12-0)",0.00567687421493844,0.913887407245598
"2635","NSC-697923 (BRD:BRD-K20605374-001-05-4)",0.0359056618207752,0.493894226725842
"2636","SCP-1 (BRD:BRD-K20548681-001-01-3)",-0.196254408066669,0.000165649134555872
"2637","BARDOXOLONE (BRD:BRD-K20545304-001-01-6)",-0.172982530606604,0.000919230901933861
"2638","RUTIN (BRD:BRD-K20482099-001-11-0)",-0.103642932410056,0.0478919413852291
"2639","RUTIN (BRD:BRD-K20482099-001-09-4)",-0.179339277385538,0.000587240169314556
"2640","BENZOYLPAS (BRD:BRD-K20431737-001-08-1)",-0.0523235354360439,0.31865709791828
"2641","OXINIACIC-ACID (BRD:BRD-K20417253-001-01-9)",-0.219459655547686,2.44580297478539e-05
"2642","DROXIDOPA (BRD:BRD-K20372197-001-03-1)",-0.0446948963903826,0.394375692315608
"2643","CEFACLOR (BRD:BRD-K20338176-001-17-7)",-0.401848118196647,1.7788549720637e-16
"2644","ROSMARINIC-ACID (BRD:BRD-K20313525-001-04-6)",-0.21200326733675,4.62585507262655e-05
"2645","BIX-02188 (BRD:BRD-K20290250-001-02-1)",-0.0273054589695057,0.602917155441677
"2646","BIX-02188 (BRD:BRD-K20290250-001-01-3)",-0.0720650111173354,0.169406936384224
"2647","R406 (BRD:BRD-K20285085-074-04-5)",-0.0475905859242935,0.364440904289347
"2648","R406 (BRD:BRD-K20285085-001-07-1)",0.0156230026429892,0.765999004631376
"2649","VECURONIUM (BRD:BRD-K20168442-004-06-3)",-0.00906759981541028,0.862865132968026
"2650","DIHOMO-GAMMA-LINOLENIC-ACID (BRD:BRD-K20152659-001-04-6)",-0.0685499095559729,0.19122494394844
"2651","ATOMOXETINE (BRD:BRD-K20141153-003-13-7)",-0.0253680072453933,0.628890410210227
"2652","RUFINAMIDE (BRD:BRD-K20079257-001-09-6)",-0.0304010384405624,0.562450570647666
"2653","BETAZOLE (BRD:BRD-K20075662-300-04-0)",0.0557031560400076,0.28836895426598
"2654","LY411575 (BRD:BRD-K20013301-001-02-6)",-0.196610261510329,0.000161110891970721
"2655","LCQ908 (BRD:BRD-K20008181-001-01-3)",0.0802597582072094,0.12583586421816
"2656","APABETALONE (BRD:BRD-K20001883-001-02-7)",0.0512764576541805,0.328447812192868
"2657","OCTINOXATE (BRD:BRD-K19972289-001-01-4)",-0.218337310567268,2.6957658619601e-05
"2658","TIC10 (BRD:BRD-K19939891-001-05-4)",0.13935487373619,0.0077117227464803
"2659","SONIDEGIB (BRD:BRD-K19796430-001-05-6)",0.176967003353709,0.000695341639589815
"2660","EPLERENONE (BRD:BRD-K19761926-001-03-6)",0.0722338070642584,0.168408120600084
"2661","EPLERENONE (BRD:BRD-K19761926-001-02-8)",0.0626218156422513,0.232570766355221
"2662","VERNAKALANT (BRD:BRD-K19741547-003-01-7)",-0.114579132971228,0.0286640255862681
"2663","LAPATINIB (BRD:BRD-K19687926-379-07-4)",0.371897942614314,2.75590044893722e-13
"2664","ETHIMIZOL (BRD:BRD-K19672466-001-02-3)",0.0640884155144204,0.221796915712802
"2665","GGTI-298 (BRD:BRD-K19669037-001-01-1)",-0.0904131799034112,0.0845364621558807
"2666","COMPOUND-401 (BRD:BRD-K19655798-001-01-9)",-0.215096872586206,3.56041661417675e-05
"2667","CREATINE (BRD:BRD-K19615002-001-02-3)",-0.0850926526875325,0.104556766227236
"2668","ZM-241385 (BRD:BRD-K19605405-001-02-7)",0.171732354777493,0.00100216433402114
"2669","RUXOLITINIB-(S) (BRD:BRD-K19601669-001-03-5)",0.251590358888809,1.22061558770242e-06
"2670","SARACATINIB (BRD:BRD-K19540840-001-09-4)",0.194179254385857,0.000194593083536922
"2671","MEGESTROL-ACETATE (BRD:BRD-K19507340-001-22-1)",-0.0349047314688456,0.506019820123279
"2672","SGX-523 (BRD:BRD-K19477839-001-07-6)",0.227674391631275,1.18188288599391e-05
"2673","BUFLOMEDIL (BRD:BRD-K19462402-003-24-6)",0.159563499603922,0.00225513702560665
"2674","PIRACETAM (BRD:BRD-K19456237-001-27-6)",0.0199956567124768,0.703261313619243
"2675","CNQX (BRD:BRD-K19438463-001-05-5)",-0.085042556814396,0.104761714351101
"2676","SITAGLIPTIN (BRD:BRD-K19416115-001-05-3)",0.142669345027306,0.00636612139565147
"2677","SB-242235 (BRD:BRD-K19412355-001-01-0)",-0.000651986683875298,0.990092699678334
"2678","COLFORSIN-DAPROATE (BRD:BRD-K19388745-003-01-7)",-0.230993304920994,8.74355339230292e-06
"2679","PROCHLORPERAZINE (BRD:BRD-K19352500-070-12-4)",0.0489826589310084,0.350567962173682
"2680","RKI-1447 (BRD:BRD-K19333160-001-01-3)",0.440441682727782,0
"2681","FR-139317 (BRD:BRD-K19318328-001-01-3)",-0.334646355216757,6.97265187508198e-11
"2682","SR-95639A (BRD:BRD-K19309090-300-05-5)",-0.180915199778887,0.000524284990773328
"2683","GOSSYPOL (BRD:BRD-K19295594-015-14-3)",-0.0343144392100152,0.513243325729331
"2684","SALVINORIN-A (BRD:BRD-K19284129-001-02-6)",-0.193960856121197,0.000197900508928417
"2685","PHENOLPHTHALEIN (BRD:BRD-K19227686-001-18-6)",-0.0201010307904537,0.701772061364179
"2686","SPP301 (BRD:BRD-K19203487-001-01-4)",-0.324865814625527,2.59442871959725e-10
"2687","MEPROBAMATE (BRD:BRD-K19180152-001-02-6)",-0.430337863349316,0
"2688","CP-91149 (BRD:BRD-K19171642-001-02-3)",-0.326671980613144,2.04278216609433e-10
"2689","INDIRUBIN-3-MONOXIME (BRD:BRD-K19136521-001-08-9)",-0.206705690446988,7.18042878744584e-05
"2690","CLOFIBRIC-ACID (BRD:BRD-K19111024-001-20-9)",-0.130830184861175,0.0124075866830482
"2691","DARAPLADIB (BRD:BRD-K19085898-001-01-8)",0.0283846178523924,0.588662025204653
"2692","MUBRITINIB (BRD:BRD-K19061412-001-02-4)",0.105504623380213,0.0440082682038419
"2693","PACRITINIB (BRD:BRD-K19034817-001-01-4)",0.149403414909815,0.00426094704140457
"2694","LY2801653 (BRD:BRD-K18961567-001-01-1)",-0.264178489374986,3.36506819876537e-07
"2695","CLEVUDINE (BRD:BRD-K18948558-001-01-9)",-0.257513517248527,6.71142903301741e-07
"2696","NEOSTIGMINE (BRD:BRD-K18922609-004-23-1)",-0.0283466140865647,0.589161390214334
"2697","ESTRADIOL (BRD:BRD-K18910433-001-43-2)",0.100259363362889,0.0556856213725932
"2698","ESTRADIOL (BRD:BRD-K18910433-001-36-6)",0.0153683280564035,0.769705242693468
"2699","ST-91 (BRD:BRD-K18905250-003-02-4)",-0.15603507204675,0.00282459971197169
