"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg27361520",-0.434459415962469,0.524894595862748,-10.4413288744099,1.87568022760714e-21,1.72812699567483e-19,37.8931347148048,0.439371088783521,0.87383050474599,0.434459415962469,"2",103038171,"F","II","IL18RAP","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg26074470",-0.460213144341544,0.498001587051326,-10.4387690535976,1.91135738149379e-21,1.75785641934435e-19,37.8744808966158,0.407408448401416,0.867621592742959,0.460213144341543,"8",69702426,"F","II","C8orf34","Body","opensea","Body-opensea","",NA,TRUE,"","rs11985466",""
"cg06313349",-0.432725514525553,0.511498102076116,-10.4362805302336,1.94668796766806e-21,1.78561605463839e-19,37.8563483646099,0.426315914177385,0.859041428702938,0.432725514525553,"7",157494424,"R","II","PTPRN2","Body","shore","Body-shore","chr7:157494510-157494739",TRUE,NA,"","",""
"cg18580232",-0.479086298245847,0.55335312752669,-10.4335554327538,1.98612309329644e-21,1.81891216617675e-19,37.8364940025025,0.459044801100342,0.938131099346189,0.479086298245847,"2",116155326,"R","II","DPP10","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg07810282",-0.475130385746472,0.571337138452803,-10.4334566703728,1.98756712202207e-21,1.81983057504725e-19,37.8357744835548,0.477807534959403,0.952937920705874,0.475130385746471,"10",133058601,"R","I","TCERG1L","Body","island","Body-island","chr10:133058338-133058609",NA,NA,"","",""
"cg18301410",-0.40613281038928,0.490642433475026,-10.4327454592858,1.99799680678223e-21,1.82856827348201e-19,37.8305931381915,0.410695029855089,0.816827840244369,0.40613281038928,"7",132192892,"F","II","PLXNA4","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg21788045",-0.45709976232014,0.562354221459684,-10.4319400572348,2.00987353943611e-21,1.83821429583181e-19,37.8247257573155,0.472373953286428,0.929473715606568,0.45709976232014,"3",115984319,"F","I","LSAMP","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg12451631",0.411230051605654,0.481880664034226,10.4314937158041,2.01648566760636e-21,1.84344420359029e-19,37.8214742221596,0.562831461594394,0.15160140998874,-0.411230051605654,"10",43698141,"F","I","RASGEF1A","Body","island","Body-island","chr10:43697777-43698177",TRUE,TRUE,"","",""
"cg03262885",-0.472255010719526,0.559253080567533,-10.4282863599762,2.0646405107478e-21,1.88453834000737e-19,37.7981106993197,0.466289495780225,0.93854450649975,0.472255010719525,"7",157710179,"R","I","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg16150752",0.463307508378972,0.413708607494929,10.4274590003327,2.07724694433177e-21,1.89479189925898e-19,37.7920843778143,0.504910872923861,0.0416033645448878,-0.463307508378973,"5",16180072,"R","I","MARCH11","TSS200","island","TSS200-island","chr5:16179064-16180420",NA,NA,"","",""
"cg09260089",0.408325878265709,0.427437004426298,10.4270202696714,2.08396290482387e-21,1.90049768504235e-19,37.7888888285141,0.507816114321123,0.0994902360554126,-0.40832587826571,"10",134599860,"F","II","NKX6-2","TSS1500","island","TSS1500-island","chr10:134597357-134602649",NA,NA,"","rs2737398",""
"cg06183338",0.415555136743121,0.417020735774794,10.4222518069907,2.1583654315935e-21,1.96227624330862e-19,37.7541605699972,0.498822928047062,0.0832677913039403,-0.415555136743122,"5",178004204,"F","I","COL23A1","Body","island","Body-island","chr5:178003623-178004247",NA,NA,"","",""
"cg03045699",-0.447532917239522,0.531297646913712,-10.4208429770556,2.18084905301278e-21,1.97966284823012e-19,37.743901399669,0.44320061596105,0.890733533200572,0.447532917239522,"1",107737854,"R","II","NTNG1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg21588562",-0.456619795000749,0.550163074146155,-10.4197936139791,2.19774721380765e-21,1.99412443576461e-19,37.7362602420341,0.460277287728685,0.916897082729433,0.456619795000748,"5",121187589,"F","I","FTMT","TSS200","island","TSS200-island","chr5:121187387-121188124",NA,NA,"","",""
"cg25910432",-0.454013342701291,0.51710831312003,-10.4181807904426,2.22397325732828e-21,2.01614662232094e-19,37.7245167231251,0.42773560786387,0.88174895056516,0.45401334270129,"10",16911791,"F","II","CUBN","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg03361379",-0.439208122034361,0.445167285166829,-10.4116764595897,2.33293787163035e-21,2.11121664376472e-19,37.6771637840925,0.358708993427782,0.797917115462143,0.439208122034361,"7",157367159,"F","II","PTPRN2","Body","shore","Body-shore","chr7:157369120-157369394",NA,NA,"","rs78521027",""
"cg06284586",-0.42965077430413,0.58885951421706,-10.4111003499503,2.34284156474828e-21,2.11924919181784e-19,37.6729701465831,0.504282590141444,0.933933364445573,0.429650774304129,"2",238296513,"F","I","COL6A3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08214060",-0.4096530051965,0.475787112953816,-10.4046284664954,2.45701348379647e-21,2.21572229735429e-19,37.6258661174827,0.395146757600175,0.804799762796674,0.409653005196499,"11",132107534,"R","II","NTM","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg19536559",-0.431841437132191,0.57029862634332,-10.4032909238643,2.48129087565433e-21,2.23712642990333e-19,37.6161325899731,0.485290469427534,0.917131906559724,0.43184143713219,"2",215276325,"F","II","VWC2L","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg10754395",-0.457169088259833,0.463569707271402,-10.4015615545156,2.5130343346398e-21,2.26266764176716e-19,37.6035484095586,0.373575792259624,0.830744880519456,0.457169088259832,"7",158109694,"F","I","PTPRN2","Body","shore","Body-shore","chr7:158110569-158110881",NA,TRUE,"","",""
"cg21425842",0.412467494919637,0.43962950641931,10.3961347183762,2.61529372476682e-21,2.34972548657273e-19,37.5640641084003,0.520823895183018,0.108356400263381,-0.412467494919637,"6",26240939,"R","II","HIST1H4F","1stExon","island","1stExon-island","chr6:26240697-26240951",NA,NA,"","",""
"cg26528531",-0.444595692734898,0.5428258792019,-10.3951929701854,2.63345624894575e-21,2.36439329095965e-19,37.5572130194336,0.455307042049361,0.899902734784259,0.444595692734897,"4",30820948,"F","II","PCDH7","Body","opensea","Body-opensea","",NA,TRUE,"","","rs79683430"
"cg07568203",-0.43290443817152,0.514144519566062,-10.3920854446229,2.69428285574324e-21,2.41385857215427e-19,37.5346079505717,0.42892711047718,0.8618315486487,0.43290443817152,"11",5365377,"R","II","OR51B5","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg07766803",-0.412112883658247,0.512596692226243,-10.3870760697431,2.79529252452607e-21,2.50163822045788e-19,37.4981739326275,0.431472108828951,0.843584992487197,0.412112883658246,"5",2746667,"R","II","IRX2","3'UTR","shore","3'UTR-shore","chr5:2748368-2757024",NA,NA,"","","rs28712785"
"cg07395806",-0.452866337306601,0.563754486885641,-10.3780184982502,2.98758955995628e-21,2.65644304651935e-19,37.4323145026685,0.474607570093003,0.927473907399604,0.452866337306601,"1",248684628,"F","II","OR2G6","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg07622833",-0.433386791905758,0.534009834067863,-10.3669402688627,3.24076326514748e-21,2.86672372372142e-19,37.3517936869039,0.448697473456493,0.882084265362251,0.433386791905757,"11",33640167,"R","I","C11orf41","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg14861089",0.468886689894553,0.487859220339549,10.3663677084241,3.25441324459313e-21,2.87694734149811e-19,37.3476330337313,0.58015974984635,0.111273059951797,-0.468886689894554,"10",102895043,"R","I","TLX1","Body","island","Body-island","chr10:102893660-102895059",NA,NA,"","",""
"cg10256733",-0.495126530781966,0.563039198426824,-10.3626270335265,3.34501031433751e-21,2.95260688951048e-19,37.3204527526181,0.465573345910689,0.960699876692655,0.495126530781965,"2",1879874,"R","II","MYT1L","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg16601494",0.414795239566821,0.523818285775158,10.3621944623007,3.35564749193814e-21,2.96009587921757e-19,37.3173098815543,0.605470891989099,0.190675652422278,-0.414795239566821,"1",1475737,"R","I","C1orf70","5'UTR","shore","5'UTR-shore","chr1:1476093-1476669",NA,NA,"","",""
"cg02161503",-0.403865295924032,0.459574367948255,-10.3619011355542,3.36287970830997e-21,2.96520732142668e-19,37.315178729169,0.380073325443524,0.783938621367555,0.403865295924031,"7",157955692,"R","II","PTPRN2","Body","shore","Body-shore","chr7:157956911-157957273",NA,NA,"","",""
"cg07303143",-0.400568428063391,0.289250418726163,-10.3616232277858,3.3697460628091e-21,2.97062668461971e-19,37.3131596249925,0.210398365957779,0.61096679402117,0.40056842806339,"3",44803452,"R","II","KIAA1143","TSS1500","island","TSS1500-island","chr3:44802852-44803618",NA,NA,"","",""
"cg03812751",-0.450352648459121,0.53224466952787,-10.3614311383554,3.37450022752161e-21,2.97354673862069e-19,37.3117640359209,0.4435925733745,0.893945221833621,0.45035264845912,"11",56230456,"F","II","OR8U8","Body","opensea","Body-opensea","",NA,NA,"","rs61902870",""
"cg21833776",-0.405433919420425,0.534798899058785,-10.355382351026,3.52766872558918e-21,3.09792702490898e-19,37.267823035703,0.454989072401221,0.860422991821646,0.405433919420425,"11",114466093,"R","II","FAM55D","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg23609450",-0.438709814095564,0.424260498785447,-10.3519267050403,3.61825748400279e-21,3.17342646238349e-19,37.2427243556353,0.337900299160335,0.7766101132559,0.438709814095564,"20",44313578,"F","II","WFDC10B","Body","opensea","Body-opensea","",NA,NA,"","rs13038267",""
"cg27104671",-0.403785987316332,0.517072956475959,-10.3473470201381,3.74188800878853e-21,3.27628466939737e-19,37.209466861743,0.437587525901878,0.841373513218209,0.403785987316331,"12",48919471,"F","II","OR8S1","1stExon","shelf","1stExon-shelf","chr12:48921774-48922129",NA,NA,"","",""
"cg23694187",-0.449183980558969,0.549988215302578,-10.3449626896692,3.80790847564531e-21,3.32984926000138e-19,37.1921542886065,0.461566171885459,0.910750152444427,0.449183980558968,"7",157335188,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","rs221258",""
"cg01598642",-0.410017172354053,0.536929837186025,-10.3416894450474,3.90043378290619e-21,3.40642563456898e-19,37.1683899430325,0.456217795384046,0.866234967738099,0.410017172354053,"11",5272039,"F","II","HBG1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg22965082",-0.425469176530279,0.524093658391631,-10.3396586521544,3.958959315946e-21,3.45534383749624e-19,37.1536475425229,0.440339883484096,0.865809060014375,0.425469176530279,"19",51446718,"R","II","KLK5","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg26429674",-0.437983220291368,0.513193271104905,-10.3362535904696,4.05905695151253e-21,3.53672131477998e-19,37.1289313496484,0.426976101756211,0.864959322047579,0.437983220291368,"20",60470267,"R","I","CDH4","Body","island","Body-island","chr20:60470080-60470335",NA,NA,"","",""
"cg01233744",-0.424646193483106,0.511355989457179,-10.3352453667746,4.08917569315063e-21,3.5599562665396e-19,37.121613623756,0.427764219086489,0.852410412569594,0.424646193483105,"11",125648242,"R","II","PATE2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg26365623",-0.412428732359896,0.518871584389299,-10.3340924939696,4.12388811026571e-21,3.58790443284225e-19,37.1132463817347,0.437684826050736,0.850113558410632,0.412428732359895,"11",5144101,"F","II","OR52A4","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg12600174",0.419186908335908,0.486561834530493,10.3325512881438,4.17075135967542e-21,3.62638214922066e-19,37.1020613104894,0.569078942470632,0.149892034134724,-0.419186908335908,"7",27205230,"F","I","HOXA9","TSS200","island","TSS200-island","chr7:27203915-27206462",TRUE,NA,"","",""
"cg20486569",0.416587196306103,0.509829630844409,10.3307553651706,4.2260285318562e-21,3.66903067743334e-19,37.0890285163673,0.591834984447973,0.175247788141869,-0.416587196306103,"22",19512228,"F","II","CLDN5","1stExon","island","1stExon-island","chr22:19510871-19512254",NA,NA,"","",""
"cg03244438",-0.409298462709743,0.509818345560061,-10.3214903375042,4.52299020369302e-21,3.9087524035397e-19,37.0218078696137,0.429247782034521,0.838546244744263,0.409298462709742,"6",112139510,"R","II","FYN","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","",""
"cg26090020",-0.421838057092275,0.474759043106738,-10.3201833247563,4.56652050483877e-21,3.94471820807623e-19,37.0123270483144,0.391720055490149,0.813558112582424,0.421838057092275,"17",32903717,"R","II","C17orf102","3'UTR","shelf","3'UTR-shelf","chr17:32905965-32908951",NA,NA,"","",""
"cg22076422",-0.439718543320315,0.557479951891538,-10.3169875001612,4.67472148332544e-21,4.03143172101936e-19,36.9891471908514,0.470921183521398,0.910639726841712,0.439718543320314,"3",63399168,"R","II","SYNPR","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg15186969",-0.404384099416458,0.416904378476953,-10.3167807714267,4.6818078791143e-21,4.03585537259132e-19,36.9876478522962,0.337301209300485,0.741685308716943,0.404384099416458,"10",1256369,"R","II","ADARB2","Body","shelf","Body-shelf","chr10:1252141-1252505",NA,NA,"","",""
"cg19423622",0.400574732745482,0.488491251498905,10.3151430113658,4.73832719803788e-21,4.07772010934361e-19,36.9757701228056,0.567344545346441,0.166769812600959,-0.400574732745482,"7",158362729,"F","I","PTPRN2","Body","island","Body-island","chr7:158361909-158362970",NA,NA,"","",""
"cg02462253",-0.426234013115696,0.564560643084515,-10.310081786809,4.9173163911605e-21,4.22562412987974e-19,36.9390688039905,0.480656309794024,0.90689032290972,0.426234013115696,"4",87028602,"F","II","MAPK10","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg25437807",-0.445439106925283,0.533664837640893,-10.3096312576421,4.93357159227945e-21,4.23870973537809e-19,36.9358021587774,0.445979974072924,0.891419080998206,0.445439106925282,"6",29589545,"F","I","GABBR1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg09994356",0.410871046455364,0.521762643905662,10.3087324044689,4.96616232051228e-21,4.26404579543552e-19,36.9292850300811,0.602642771160655,0.19177172470529,-0.410871046455365,"20",42875779,"R","I","GDAP1L1","TSS200","island","TSS200-island","chr20:42875764-42876184",TRUE,NA,"","",""
"cg00611227",-0.438187635694034,0.541134486789728,-10.3054573706081,5.08673115979387e-21,4.35759076951804e-19,36.905541368124,0.45487707818854,0.893064713882573,0.438187635694033,"2",116122048,"R","I","DPP10","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg07709358",-0.407209337845119,0.508911670808108,-10.3019773533437,5.21803868621338e-21,4.46358733995849e-19,36.8803149501221,0.428752352334659,0.835961690179779,0.407209337845119,"8",2002553,"F","II","MYOM2","Body","shore","Body-shore","chr8:2003809-2004059",NA,NA,"","",""
"cg17689601",-0.430466423770878,0.503677566911721,-10.3017214859943,5.22782505916559e-21,4.4691782553983e-19,36.8784603208225,0.418940081917453,0.849406505688331,0.430466423770877,"10",83651137,"F","II","NRG3","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg17922326",-0.447821061715822,0.514436887315261,-10.3015578894803,5.23409183941309e-21,4.47360844594478e-19,36.8772745173883,0.426283135008997,0.874104196724818,0.447821061715822,"10",1558808,"F","II","ADARB2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg06951647",-0.44236825149336,0.504666669896146,-10.2991837031677,5.32588388954969e-21,4.54641124305742e-19,36.8600664640866,0.417586305428949,0.859954556922308,0.442368251493359,"13",111057782,"R","I","COL4A2","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg05439204",-0.415100644643955,0.55765158728504,-10.2984217453731,5.35568120352035e-21,4.5699560167755e-19,36.8545441510618,0.475938861961427,0.891039506605382,0.415100644643955,"7",157854693,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg16848524",0.423658446866919,0.494784876334656,10.2983573644276,5.35820648651058e-21,4.57116519082186e-19,36.85407755574,0.578182208395073,0.154523761528154,-0.42365844686692,"8",145806273,"F","I","KIAA1688","Body","island","Body-island","chr8:145806258-145806713",TRUE,NA,"","",""
"cg01129246",-0.458722107409855,0.584574395863929,-10.2970307654675,5.4105055787491e-21,4.61196683535443e-19,36.844463408456,0.494274768421044,0.952996875830898,0.458722107409855,"4",43032307,"R","II","GRXCR1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg19746375",-0.446650499648382,0.514175664368226,-10.296604183934,5.42743055115908e-21,4.62448250603728e-19,36.8413719874473,0.426252337665788,0.87290283731417,0.446650499648382,"7",157394661,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg01432520",-0.406470362588006,0.350008992654997,-10.2956213705251,5.46662520617632e-21,4.653072702577e-19,36.8342497720886,0.269995141751847,0.676465504339852,0.406470362588005,"1",217068243,"R","II","ESRRG","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","",""
"cg26489369",-0.402394373256967,0.48882332783182,-10.2920852925577,5.60998761839496e-21,4.76232414657989e-19,36.8086269401342,0.409611837033205,0.812006210290172,0.402394373256967,"6",32709909,"R","II","HLA-DQA2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg00485748",-0.404596136759038,0.416340360426959,-10.2911814023398,5.64723015353885e-21,4.79098136767145e-19,36.8020778207785,0.336695451616124,0.741291588375162,0.404596136759038,"20",44662007,"R","II","SLC12A5","Body","shore","Body-shore","chr20:44660342-44660948",NA,NA,"","",""
"cg18959827",-0.413983100200864,0.561462702591442,-10.290281314799,5.6845604015018e-21,4.81769705973261e-19,36.7955564860821,0.479969966331429,0.893953066532293,0.413983100200864,"11",4704800,"R","II","OR51E2","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","",""
"cg13966752",-0.411303902283479,0.571283701289433,-10.2901170741138,5.69139855855062e-21,4.82151112924526e-19,36.7943665507662,0.49031836619426,0.901622268477738,0.411303902283478,"6",153079640,"F","II","VIP","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg27234864",0.421204742289962,0.381345622708486,10.2890898124762,5.73435461141082e-21,4.8539140662207e-19,36.786924143223,0.464259942056904,0.0430551997669421,-0.421204742289962,"13",21295941,"F","I","IL17D","Body","island","Body-island","chr13:21295611-21296438",TRUE,TRUE,"","rs11549811",""
"cg12382153",0.433973032536283,0.472642428712185,10.2878096299482,5.78833849649692e-21,4.89458723118808e-19,36.7776497722832,0.558070191022478,0.124097158486194,-0.433973032536284,"15",58357204,"R","II","ALDH1A2","Body","shore","Body-shore","chr15:58357309-58358776",NA,NA,"","",""
"cg19497640",-0.425801072459738,0.51695279472219,-10.2864712410497,5.84531749734551e-21,4.93973039668628e-19,36.7679542233881,0.433133685970273,0.858934758430011,0.425801072459738,"3",134518696,"F","II","EPHB1","Body","shelf","Body-shelf","chr3:134514085-134515980",NA,NA,"","",""
"cg18582180",0.437754537096026,0.459960630448804,10.286173898639,5.85805176038735e-21,4.94846415764148e-19,36.7658002869677,0.546132783420462,0.108378246324436,-0.437754537096026,"8",101661991,"F","I","SNX31","TSS200","island","TSS200-island","chr8:101661671-101662022",TRUE,TRUE,"","",""
"cg20129213",0.445016295508125,0.505480970371,10.2851828594232,5.90069454076386e-21,4.98142526579783e-19,36.7586214219152,0.593082603345041,0.148066307836915,-0.445016295508126,"8",104512317,"F","I","RIMS2","TSS1500","island","TSS1500-island","chr8:104510870-104513913",NA,NA,"","",""
"cg05088704",-0.405343981271222,0.577668579274486,-10.2849590270479,5.9103683448332e-21,4.98857099497676e-19,36.7570000695444,0.497876456977001,0.903220438248223,0.405343981271222,"7",37923971,"F","II","TXNDC3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg02523824",-0.414488267614112,0.474509599800028,-10.2819181996818,6.04336349777528e-21,5.08832949362287e-19,36.7349749537197,0.392917421135833,0.807405688749945,0.414488267614112,"10",11298786,"R","II","CUGBP2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg05735075",-0.415288454224547,0.571359218789992,-10.279665107752,6.14382209020369e-21,5.1571222620865e-19,36.718657221503,0.489609523076499,0.904897977301045,0.415288454224547,"12",55415194,"F","II","NEUROD4","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg12722436",-0.445992491906493,0.593565015976705,-10.277541823471,6.24001273949695e-21,5.23360450345759e-19,36.7032809388123,0.505771218357317,0.951763710263809,0.445992491906493,"8",85686184,"R","II","RALYL","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg00500013",-0.424382765741906,0.54216763870943,-10.2753672874288,6.34007812172848e-21,5.31320959717327e-19,36.6875348464941,0.458627724193307,0.883010489935213,0.424382765741906,"15",99383252,"R","II","IGF1R","Body","opensea","Body-opensea","",NA,NA,"low-CpG:97200759-97200947","",""
"cg17271677",-0.433311276088848,0.4968200513843,-10.2747892073928,6.36694709010644e-21,5.33464290610237e-19,36.6833491240394,0.41152255609122,0.844833832180068,0.433311276088848,"1",13942436,"F","II","PDPN","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","","rs34988689"
"cg20057633",-0.454774672092855,0.482503704105816,-10.2714001728821,6.52676242587525e-21,5.45856750240765e-19,36.6588119675394,0.392981130859191,0.847755802952046,0.454774672092855,"20",57899909,"R","II","EDN3","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg25979244",-0.416679665101253,0.529966152321034,-10.2709873761464,6.54649915126766e-21,5.46952909948154e-19,36.6558234783338,0.44794259619874,0.864622261299992,0.416679665101252,"1",231991715,"F","II","DISC1","Body","opensea","Body-opensea","",NA,TRUE,"","rs73093434",""
"cg12022102",-0.417936774570046,0.495185268188058,-10.2698450981807,6.60142398139543e-21,5.51095317804082e-19,36.6475540819064,0.412914249571908,0.830851024141953,0.417936774570045,"3",130068026,"R","II","COL29A1","5'UTR","shelf","5'UTR-shelf","chr3:130064574-130064840",NA,NA,"","",""
"cg18722124",-0.437041440191449,0.489085358058673,-10.2696697252198,6.60989703892461e-21,5.51691003745986e-19,36.646284521791,0.403053578493427,0.840095018684876,0.437041440191448,"19",30862050,"F","II","ZNF536","TSS1500","shelf","TSS1500-shelf","chr19:30865683-30866490",NA,NA,"","",""
"cg09478478",-0.447199021504328,0.490391626076791,-10.2685930153989,6.66215535809514e-21,5.55827771897743e-19,36.6384901970376,0.402360322631057,0.849559344135385,0.447199021504328,"1",158322845,"F","II","CD1E","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg05802704",-0.464465214965532,0.539917513156398,-10.2681426648797,6.68413492123794e-21,5.5709813223826e-19,36.63523019929,0.448487352730112,0.912952567695644,0.464465214965532,"10",84175459,"F","II","NRG3","Body","opensea","Body-opensea","",NA,TRUE,"","","rs78557008"
"cg10830322",-0.485805734060545,0.557110412747473,-10.2672191187437,6.72943491065832e-21,5.60307638551323e-19,36.6285450154041,0.461479362735554,0.947285096796099,0.485805734060545,"8",133573364,"F","II","HPYR1","Body","opensea","Body-opensea","",NA,NA,"","rs4736596",""
"cg01625945",-0.42173227051042,0.514248972336726,-10.2668361195509,6.7483105091267e-21,5.61652515559945e-19,36.6257727083477,0.431230808850422,0.852963079360842,0.42173227051042,"7",157512322,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg06238921",-0.454129526174927,0.549730591040305,-10.2664569273184,6.76705037001168e-21,5.63098588596487e-19,36.6230279992813,0.460335015021619,0.914464541196546,0.454129526174927,"10",28101242,"R","II","ARMC4","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg11099236",-0.435041663350517,0.555143408398374,-10.2660821610793,6.78562235930077e-21,5.64416272713599e-19,36.6203153676114,0.469505285691579,0.904546949042095,0.435041663350516,"15",26917256,"F","II","GABRB3","Body","shore","Body-shore","chr15:26915189-26915753",NA,NA,"","",""
"cg13847977",-0.418524280114637,0.550654310677791,-10.2616027480832,7.01156896187087e-21,5.82388034023652e-19,36.5878956301335,0.468267641363887,0.886791921478523,0.418524280114637,"18",30253144,"F","I","KLHL14","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg26125690",-0.426846881769621,0.541731539391364,-10.253979743596,7.41341629322149e-21,6.13418929998855e-19,36.5327374699876,0.457706562665061,0.884553444434681,0.42684688176962,"8",13295112,"R","II","DLC1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg27156584",-0.416538696779427,0.510794236109315,-10.2534705213312,7.44106203819273e-21,6.15582974443597e-19,36.5290534627498,0.428798429656672,0.845337126436098,0.416538696779426,"11",58207784,"R","II","OR5B12","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg22511877",-0.509218369209055,0.52747519449156,-10.2515856370482,7.54428794655526e-21,6.2324763398419e-19,36.5154177762658,0.427235358033085,0.93645372724214,0.509218369209055,"2",1942942,"F","I","MYT1L","Body","shore","Body-shore","chr2:1941068-1941560",NA,NA,"","rs7565890",""
"cg23246885",0.436338704212262,0.461205976086518,10.2511243399378,7.56976714178299e-21,6.25102126208166e-19,36.5120808033508,0.547099421797593,0.110760717585331,-0.436338704212263,"2",202899877,"F","I","FZD7","1stExon","island","1stExon-island","chr2:202897386-202901046",NA,NA,"","",""
"cg03315456",-0.433679299364744,0.545121511691655,-10.2494213230865,7.66457477775777e-21,6.31792859493266e-19,36.4997618985899,0.459751570871823,0.893430870236567,0.433679299364744,"4",57525626,"F","II","HOPX","5'UTR","shelf","5'UTR-shelf","chr4:57521621-57522703",NA,NA,"","rs4865137",""
"cg22228737",-0.402549824173233,0.620668835342644,-10.2462078211345,7.84670048461276e-21,6.46030910697316e-19,36.4765190687904,0.54142674396996,0.943976568143193,0.402549824173232,"4",92048256,"R","II","FAM190A","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg22643217",-0.401809220507308,0.52496551959092,-10.2385418535856,8.29874100167375e-21,6.80708216489712e-19,36.4210842330589,0.44586921634145,0.847678436848757,0.401809220507307,"21",32253964,"R","II","KRTAP11-1","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg18765906",0.427841017021236,0.536638173804857,10.2374959483952,8.36239058969856e-21,6.85206045456785e-19,36.4135223104911,0.620858846446833,0.193017829425597,-0.427841017021237,"1",236175393,"R","II","NID1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg24272907",-0.422748742276584,0.553662595551788,-10.2328999622466,8.64788845960143e-21,7.07054445927623e-19,36.3802969719343,0.470444339198129,0.893193081474713,0.422748742276584,"12",131002918,"F","II","RIMBP2","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg02355183",-0.43842448348336,0.54418309779027,-10.2289594490173,8.90037527711164e-21,7.25971068751886e-19,36.3518150708432,0.457879065608506,0.896303549091865,0.43842448348336,"8",35237424,"F","II","UNC5D","Body","opensea","Body-opensea","",NA,TRUE,"","rs76973615",""
"cg03836638",-0.427213551240124,0.582881280810651,-10.2286184983576,8.92256318362682e-21,7.27636968079394e-19,36.3493509028585,0.498784125054721,0.925997676294845,0.427213551240124,"4",165105836,"R","II","MARCH1","5'UTR","shelf","5'UTR-shelf","chr4:165109389-165109842",NA,NA,"","",""
"cg12074485",-0.420352491668418,0.546107474890343,-10.2272153844376,9.01445363275293e-21,7.34404670924661e-19,36.3392104707392,0.463360921412308,0.883713413080726,0.420352491668418,"10",133036449,"R","II","TCERG1L","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg00929345",-0.405527916864899,0.411212028711208,-10.2270109905027,9.02791778553422e-21,7.35211166060206e-19,36.3377333449587,0.331383698619693,0.736911615484591,0.405527916864899,"8",143622353,"R","II","BAI1","Body","shore","Body-shore","chr8:143623275-143623662",NA,NA,"","",""
